Restaurant,Location,Cuisines,Cuisines0,Cuisines1,Cuisines2,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
ID_1068,"Mico Layout, Stage 2, BTM Layout,Bangalore","Continental, American",Continental,American,,700,50,4.3,4528,2171,65
ID_1232,"MG Road, Pune","Fast Food, Street Food",Fast,Food,Street,100,50,,,,30
ID_655,"D-Block, Sector 63, Noida",North Indian,North,Indian,,200,50,3.5,41,18,30
ID_5867,"Sector 63A,Gurgaon","North Indian, Hyderabadi",North,Indian,Hyderabadi,450,50,3.9,37,29,30
ID_4371,"Rmz Centennial, I Gate, Whitefield","Desserts, Beverages",Desserts,Beverages,,150,50,3.3,5,3,30
ID_5211,"Sandhurst Road, Mumbai CST Area","South Indian, North Indian, Chinese, Biryani",South,Indian,North,200,50,3.2,28,13,30
ID_5626,"Nathan Road, Mangaldas Road, Pune","Chinese, Seafood",Chinese,Seafood,,200,50,3.3,10,5,30
ID_4222,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,North,Indian,,150,50,3.7,75,19,30
ID_5722,Delhi Cantt.,"Fast Food, Chinese",Fast,Food,Chinese,100,50,3.4,24,2,30
ID_5183,Majestic,"South Indian, North Indian, Chinese",South,Indian,North,150,50,3.6,10,2,30
ID_5487,"MG Road, Pune","Maharashtrian, Biryani",Maharashtrian,Biryani,,200,50,3.4,100,23,30
ID_1955,"D-Block, Sector 63, Noida","North Indian, Chinese, Biryani",North,Indian,Chinese,250,50,3.5,112,49,65
ID_6589,"Nathan Road, Mangaldas Road, Pune","North Indian, Mughlai",North,Indian,Mughlai,100,50,3,5,,30
ID_4913,Delhi Cantt.,"North Indian, Mughlai",North,Indian,Mughlai,200,50,3.4,116,17,45
ID_3305,Delhi University-GTB Nagar,"Chinese, Fast Food",Chinese,Fast,Food,100,50,3.7,25,6,30
ID_4770,"Babarpur, New Delhi, Delhi","Mughlai, North Indian",Mughlai,North,Indian,150,99,2.9,77,12,30
ID_8605,"Sandhurst Road, Mumbai CST Area","North Indian, Desserts, Beverages",North,Indian,Desserts,200,50,3,8,7,30
ID_4230,Delhi Cantt.,"Bakery, Ice Cream",Bakery,Ice,Cream,100,50,3.1,11,2,30
ID_3709,"Panjetan Colony, Malakpet, Hyderabad","Mithai, Street Food",Mithai,Street,Food,150,0,3.7,49,12,30
ID_1278,"Yerawada, Pune, Maharashtra","Cafe, Fast Food, Korean, Desserts",Cafe,Fast,Food,300,50,4.1,1549,772,45
ID_3712,"Sandhurst Road, Mumbai CST Area",Street Food,Street,Food,,100,50,3.5,18,8,30
ID_1012,"Dockyard Road, Mumbai CST Area","Mughlai, Biryani, Chinese, Rolls, BBQ",Mughlai,Biryani,Chinese,200,50,3.3,131,42,45
ID_649,"Sector 1, Noida",Paan,Paan,,,100,50,4.1,44,35,45
ID_8477,"Sector 1, Noida","Chinese, North Indian, Momos, Fast Food",Chinese,North,Indian,150,50,3.8,99,43,30
ID_461,"D-Block, Sector 63, Noida",North Indian,North,Indian,,200,50,3,4,,30
ID_7448,"Sector 14, Noida","Cafe, North Indian",Cafe,North,Indian,200,50,4.2,130,90,30
ID_6475,Majestic,"Fast Food, Sandwich, Beverages",Fast,Food,Sandwich,150,50,3.3,7,2,30
ID_3931,"Chandni Chowk, Kolkata","Chinese, Bengali, Bangladeshi, Rolls",Chinese,Bengali,Bangladeshi,100,50,3.3,16,4,30
ID_6134,Mumbai Central,"Chinese, North Indian, Thai, Fast Food, Seafood",Chinese,North,Indian,400,50,3.8,149,74,80
ID_5666,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Mangalorean",North,Indian,Chinese,300,50,3.8,104,58,30
ID_678,Majestic,"North Indian, BBQ, Desserts",North,Indian,BBQ,500,50,4.9,2472,1875,30
ID_2822,"Sector 1, Noida","Chinese, North Indian, Street Food, Fast Food, South Indian",Chinese,North,Indian,150,50,3.6,49,12,30
ID_750,"Mico Layout, Stage 2, BTM Layout,Bangalore",Rolls,Rolls,,,150,50,,,,30
ID_5177,"Rmz Centennial, I Gate, Whitefield","Andhra, Biryani",Andhra,Biryani,,100,50,3.4,13,5,30
ID_6345,"Delhi High Court, India Gate","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,3.7,211,54,65
ID_1787,"Sector 3, Marathalli","Chinese, Momos, Vietnamese, Thai",Chinese,Momos,Vietnamese,200,50,2.8,33,16,45
ID_4626,Delhi University-GTB Nagar,"Bakery, Fast Food",Bakery,Fast,Food,150,50,3.9,439,207,30
ID_1214,"D-Block, Sector 63, Noida","North Indian, Chinese, Continental",North,Indian,Chinese,550,50,4.8,1367,1002,45
ID_7251,"Dockyard Road, Mumbai CST Area","Japanese, Sushi",Japanese,Sushi,,500,50,3.7,206,93,65
ID_6747,"FTI College, Law College Road, Pune","Fast Food, Maharashtrian, South Indian, Chinese, Beverages",Fast,Food,Maharashtrian,200,50,,,,30
ID_2140,"Yerawada, Pune, Maharashtra","North Indian, Chinese",North,Indian,Chinese,300,50,3.7,51,30,30
ID_4291,Mumbai Central,Fast Food,Fast,Food,,200,50,3.5,30,18,30
ID_6949,Mumbai Central,"Parsi, North Indian, Iranian, Maharashtrian, Fast Food, Desserts, Beverages",Parsi,North,Indian,850,50,4.2,1655,771,45
ID_3228,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Beverages, Fast Food",Beverages,Fast,Food,200,50,,,,30
ID_6435,"Sector 3, Marathalli","South Indian, North Indian, Chinese, Andhra",South,Indian,North,300,50,3.4,8,2,30
ID_1486,"Delhi High Court, India Gate","Tea, Fast Food",Tea,Fast,Food,100,50,3.7,28,24,30
ID_4994,Pune University,North Indian,North,Indian,,200,50,3.5,57,10,30
ID_5994,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Burger, South Indian, Street Food",Burger,South,Indian,200,50,3.3,11,,30
ID_1774,"Sector 63A,Gurgaon","Mithai, North Indian, Chinese",Mithai,North,Indian,200,50,3.1,29,9,30
ID_5920,"Babarpur, New Delhi, Delhi",North Indian,North,Indian,,150,50,NEW,,,30
ID_6511,"Sandhurst Road, Mumbai CST Area","Street Food, Beverages",Street,Food,Beverages,100,50,3.9,4438,2576,45
ID_3812,"Mico Layout, Stage 2, BTM Layout,Bangalore",Lebanese,Lebanese,,,150,50,3.9,222,77,30
ID_8371,"MG Road, Pune",Street Food,Street,Food,,100,50,4.6,3404,1914,30
ID_6617,"Babarpur, New Delhi, Delhi","Beverages, Fast Food",Beverages,Fast,Food,100,50,4,293,108,30
ID_1731,Delhi University-GTB Nagar,"Chinese, Fast Food, Italian, Momos",Chinese,Fast,Food,200,50,4.3,,,30
ID_7445,"Tiretti, Kolkata",Beverages,Beverages,,,100,50,3.7,23,9,45
ID_5126,"Rmz Centennial, I Gate, Whitefield","Pizza, Beverages",Pizza,Beverages,,350,50,3.7,56,29,30
ID_5321,Majestic,"Biryani, Hyderabadi, North Indian, Mughlai",Biryani,Hyderabadi,North,100,50,2.5,23,16,30
ID_8263,Delhi University-GTB Nagar,Street Food,Street,Food,,100,50,3.7,47,23,30
ID_2710,"Dockyard Road, Mumbai CST Area","Biryani, Fast Food, Momos",Biryani,Fast,Food,200,50,3.3,12,3,45
ID_8322,"Nathan Road, Mangaldas Road, Pune","North Indian, Continental",North,Indian,Continental,250,50,,,,30
ID_8019,Pune University,"North Indian, Italian, Mexican",North,Indian,Italian,400,50,3.9,246,145,45
ID_3970,"MG Road, Pune","Burger, Fast Food",Burger,Fast,Food,200,50,3,425,106,45
ID_4347,"Delhi High Court, India Gate","Raw Meats, Fast Food",Raw,Meats,Fast,250,400,3.7,43,29,65
ID_6737,"FTI College, Law College Road, Pune","North Indian, Street Food",North,Indian,Street,50,50,,,,30
ID_2112,"Sandhurst Road, Mumbai CST Area","Mughlai, North Indian, Chinese",Mughlai,North,Indian,450,200,3.8,2534,1336,65
ID_7514,"Moulali, Kolkata","Rolls, Sandwich, Fast Food",Rolls,Sandwich,Fast,150,50,3.7,304,127,65
ID_6641,"Delhi Administration Flats, Timarpur","North Indian, Mughlai",North,Indian,Mughlai,150,50,3.7,178,39,30
ID_3219,"D-Block, Sector 63, Noida","Continental, North Indian, Healthy Food",Continental,North,Indian,150,50,3.6,30,15,30
ID_2401,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Sandwich, Burger",Fast,Food,Sandwich,100,50,3.4,31,21,30
ID_7599,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Cafe, Chinese",Cafe,Chinese,,200,50,3.5,16,10,30
ID_4342,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Mughlai",Chinese,Mughlai,,150,50,3.3,5,1,30
ID_4439,"D-Block, Sector 63, Noida",North Indian,North,Indian,,150,50,3.4,17,10,30
ID_5903,"Sector 1, Noida",North Indian,North,Indian,,200,50,NEW,,,30
ID_1546,"Rmz Centennial, I Gate, Whitefield",North Indian,North,Indian,,200,50,3.8,117,34,30
ID_760,"Dockyard Road, Mumbai CST Area","Fast Food, Burger, Beverages",Fast,Food,Burger,200,50,2.7,41,16,45
ID_3988,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Rolls",North,Indian,Rolls,200,50,3.9,159,78,65
ID_4730,"Sandhurst Road, Mumbai CST Area",Beverages,Beverages,,,150,50,3.3,6,5,30
ID_5009,"Moulali, Kolkata","Cafe, Healthy Food",Cafe,Healthy,Food,200,50,3.7,52,36,30
ID_1511,"Sector 14, Noida","Chinese, Momos",Chinese,Momos,,150,50,4,606,219,45
ID_8638,"Sector 3, Marathalli","North Indian, Chinese, Arabian",North,Indian,Chinese,200,50,3.3,44,31,30
ID_5405,"Sector 14, Noida","Desserts, Bakery",Desserts,Bakery,,150,50,3.5,20,16,30
ID_5987,"Dockyard Road, Mumbai CST Area",North Indian,North,Indian,,150,50,3.9,179,79,45
ID_930,"Mico Layout, Stage 2, BTM Layout,Bangalore",Biryani,Biryani,,,100,50,3.5,17,4,30
ID_5364,"MG Road, Pune",Fast Food,Fast,Food,,100,50,4.3,237,96,30
ID_73,"Babarpur, New Delhi, Delhi","Fast Food, Beverages",Fast,Food,Beverages,150,50,3.5,18,4,30
ID_7322,"Yerawada, Pune, Maharashtra","North Indian, Street Food, Fast Food, Chinese",North,Indian,Street,200,50,3.1,4,1,45
ID_1311,"Mico Layout, Stage 2, BTM Layout,Bangalore","Pizza, Fast Food",Pizza,Fast,Food,200,50,3.9,66,27,30
ID_8525,"Yerawada, Pune, Maharashtra",Bakery,Bakery,,,100,50,3.4,19,7,45
ID_8157,"Mico Layout, Stage 2, BTM Layout,Bangalore",Rolls,Rolls,,,100,50,3.5,25,5,30
ID_4857,"Sector 14, Noida","North Indian, Mughlai, Kebab, Chinese, Biryani",North,Indian,Mughlai,350,99,4,109,81,30
ID_1435,"Sector 1, Noida","North Indian, Chinese",North,Indian,Chinese,250,50,3.7,168,38,30
ID_4679,"Sandhurst Road, Mumbai CST Area",Fast Food,Fast,Food,,150,50,3.4,18,1,30
ID_1911,"Chandni Chowk, Kolkata",Ice Cream,Ice,Cream,,100,50,3.2,7,,45
ID_6229,"Nathan Road, Mangaldas Road, Pune","Rolls, Fast Food",Rolls,Fast,Food,150,99,3.9,134,23,30
ID_3512,Pune University,"Biryani, North Indian",Biryani,North,Indian,100,50,NEW,,,30
ID_1839,Mumbai Central,"Cafe, Desserts",Cafe,Desserts,,300,99,4,2032,830,65
ID_5357,"Delhi High Court, India Gate","Mexican, Italian, Chinese",Mexican,Italian,Chinese,600,50,3.8,40,20,30
ID_7676,"Yerawada, Pune, Maharashtra","European, Asian, Continental, Italian",European,Asian,Continental,800,50,4.4,828,346,30
ID_7783,"Delhi High Court, India Gate",Chinese,Chinese,,,300,50,2.7,23,9,30
ID_5145,Delhi University-GTB Nagar,"Chinese, Fast Food, Beverages",Chinese,Fast,Food,100,50,NEW,,,30
ID_4652,"Sector 3, Marathalli","Cafe, Beverages",Cafe,Beverages,,200,50,,,,30
ID_7177,"Sector 1, Noida","Mughlai, North Indian",Mughlai,North,Indian,100,50,,,,30
ID_7450,"Tejas Nagar Colony, Wadala West, Mumbai","Cafe, Fast Food, Desserts, Beverages",Cafe,Fast,Food,400,50,4,329,250,30
ID_197,"Sector 1, Noida",Bakery,Bakery,,,100,50,,,,30
ID_6153,"Sector 3, Marathalli","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,3.3,9,3,30
ID_6147,"Sector 1, Noida",North Indian,North,Indian,,150,50,3.5,177,63,30
ID_4773,"Sector 63A,Gurgaon","North Indian, Mughlai, Chinese, Beverages",North,Indian,Mughlai,200,99,4,368,176,65
ID_1444,"MG Road, Pune","Street Food, South Indian",Street,Food,South,200,50,3.8,27,23,30
ID_2540,"D-Block, Sector 63, Noida","North Indian, Chinese, Fast Food",North,Indian,Chinese,150,99,3.4,19,7,45
ID_475,"Sandhurst Road, Mumbai CST Area","Maharashtrian, Fast Food",Maharashtrian,Fast,Food,100,50,4.1,400,282,45
ID_4900,"Sector 63A,Gurgaon","North Indian, Fast Food",North,Indian,Fast,150,50,3.8,46,23,65
ID_7311,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mithai, Street Food",Mithai,Street,Food,50,50,4.1,82,33,30
ID_4686,"Delhi Administration Flats, Timarpur","North Indian, Street Food, South Indian",North,Indian,Street,100,50,3.3,10,1,30
ID_2483,"Sector 3, Marathalli","Fast Food, North Indian, Biryani, Rolls, Wraps",Fast,Food,North,200,50,3.9,703,328,65
ID_1459,"Sector 14, Noida",Rolls,Rolls,,,100,50,3.2,9,6,30
ID_889,"Sector 14, Noida","Biryani, Mughlai, Hyderabadi, Desserts",Biryani,Mughlai,Hyderabadi,300,99,4.2,1327,527,120
ID_2295,"Sector 3, Marathalli","Beverages, Desserts",Beverages,Desserts,,200,50,4.4,172,82,45
ID_2868,Mumbai Central,"Chinese, Italian, Japanese",Chinese,Italian,Japanese,400,99,3.7,135,80,45
ID_7509,"Mico Layout, Stage 2, BTM Layout,Bangalore",Desserts,Desserts,,,150,50,4,71,42,30
ID_2732,"Delhi High Court, India Gate","Fast Food, Desserts",Fast,Food,Desserts,100,50,,,,30
ID_5321,"Tiretti, Kolkata","Biryani, Hyderabadi, North Indian, Mughlai",Biryani,Hyderabadi,North,100,0,3.1,7,4,30
ID_5093,"Delhi Administration Flats, Timarpur",South Indian,South,Indian,,200,50,3.9,52,47,30
ID_1547,Delhi University-GTB Nagar,North Indian,North,Indian,,100,50,NEW,,,30
ID_7769,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Mughlai, Biryani, Beverages",North,Indian,Chinese,400,50,3.8,78,40,30
ID_5656,"Yerawada, Pune, Maharashtra","North Indian, Mughlai, Kebab, Chinese, Desserts",North,Indian,Mughlai,300,50,3.5,107,56,45
ID_4816,"Sector 63A,Gurgaon",Momos,Momos,,,100,50,NEW,,,30
ID_2498,"Dockyard Road, Mumbai CST Area",Fast Food,Fast,Food,,100,50,3.3,24,11,45
ID_8075,"Sector 14, Noida","Chinese, North Indian, Rolls",Chinese,North,Indian,200,50,3.7,101,26,45
ID_5990,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Street Food",South,Indian,Street,100,50,3.9,28,12,30
ID_3207,"D-Block, Sector 63, Noida","Salad, Healthy Food",Salad,Healthy,Food,150,50,3.7,163,59,30
ID_7267,"D-Block, Sector 63, Noida",North Indian,North,Indian,,100,50,NEW,,,30
ID_6528,"MG Road, Pune","North Indian, Biryani, Seafood",North,Indian,Biryani,350,50,3.5,30,17,30
ID_1933,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Fast Food, Street Food, Chinese, North Indian",Fast,Food,Street,150,50,3.2,8,2,30
ID_2528,"Dockyard Road, Mumbai CST Area","Chinese, Fast Food",Chinese,Fast,Food,300,50,3.4,46,14,30
ID_4788,"Delhi High Court, India Gate","North Indian, Mughlai, Kashmiri, Afghan",North,Indian,Mughlai,600,50,3.6,265,137,45
ID_994,"Rmz Centennial, I Gate, Whitefield","Beverages, Bubble Tea, Tea",Beverages,Bubble,Tea,150,50,3.8,100,50,30
ID_3817,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian",South,Indian,North,200,50,3.7,24,5,30
ID_4194,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bakery,Bakery,,,200,50,3.7,104,34,45
ID_1146,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Burger, Fast Food",Burger,Fast,Food,150,50,3.8,217,75,45
ID_3111,"FTI College, Law College Road, Pune","North Indian, Chinese, Mexican, Italian",North,Indian,Chinese,650,50,4.2,1978,1164,45
ID_6831,"Rmz Centennial, I Gate, Whitefield","Biryani, Chinese, North Indian",Biryani,Chinese,North,150,50,3.4,12,10,30
ID_456,Delhi University-GTB Nagar,"North Indian, Chinese",North,Indian,Chinese,200,50,3.7,902,170,30
ID_7263,"Sector 1, Noida","North Indian, Chinese, Mughlai",North,Indian,Chinese,250,50,3.9,106,50,65
ID_6712,"Yerawada, Pune, Maharashtra",South Indian,South,Indian,,100,50,3,4,,30
ID_8108,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Ice Cream,Ice,Cream,,100,50,3.9,69,41,30
ID_5133,Majestic,Biryani,Biryani,,,150,50,3.5,16,1,30
ID_7318,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Biryani",North,Indian,Chinese,200,50,3.7,,,30
ID_1651,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mughlai, North Indian",Mughlai,North,Indian,150,50,3.3,14,2,45
ID_6754,"Yerawada, Pune, Maharashtra","North Indian, South Indian, Chinese",North,Indian,South,200,50,3.6,33,23,30
ID_1343,"Musi Nagar, Malakpet, Hyderabad",Bakery,Bakery,,,150,50,NEW,,,30
ID_4675,"D-Block, Sector 63, Noida","Mughlai, North Indian, Biryani",Mughlai,North,Indian,200,50,NEW,,,30
ID_5173,Delhi Cantt.,North Indian,North,Indian,,150,50,,,,30
ID_7173,"FTI College, Law College Road, Pune","Fast Food, Street Food",Fast,Food,Street,200,50,,,,30
ID_8511,"Sector 63A,Gurgaon","Momos, Fast Food",Momos,Fast,Food,200,99,3.4,138,57,65
ID_6082,"FTI College, Law College Road, Pune","North Indian, South Indian, Continental",North,Indian,South,200,50,3.8,136,54,45
ID_3413,Mumbai Central,"North Indian, Fast Food, South Indian, Chinese",North,Indian,Fast,200,50,3.6,125,45,30
ID_7654,Mumbai Central,"Cafe, Desserts, Tea",Cafe,Desserts,Tea,250,50,3.4,90,26,45
ID_3543,"Sandhurst Road, Mumbai CST Area","Chinese, North Indian, Pizza",Chinese,North,Indian,200,50,3.6,112,36,30
ID_7555,"Tiretti, Kolkata","Italian, American, Continental",Italian,American,Continental,450,50,4.2,3083,1804,45
ID_8024,"Mico Layout, Stage 2, BTM Layout,Bangalore",Kerala,Kerala,,,200,50,3.8,26,9,45
ID_1797,"D-Block, Sector 63, Noida","North Indian, Chinese, Mughlai",North,Indian,Chinese,600,50,4.1,895,512,45
ID_3604,Majestic,"Biryani, Chinese",Biryani,Chinese,,100,50,3.7,30,5,30
ID_1333,"Yerawada, Pune, Maharashtra","Desserts, Bakery",Desserts,Bakery,,150,50,3.9,74,30,45
ID_989,"Moulali, Kolkata","Cafe, Chinese, Italian, North Indian, Juices, Momos",Cafe,Chinese,Italian,300,50,4.1,1177,696,45
ID_1012,"Sandhurst Road, Mumbai CST Area","Mughlai, Biryani, Chinese, Rolls, BBQ",Mughlai,Biryani,Chinese,200,50,3.3,131,42,45
ID_3741,"Dockyard Road, Mumbai CST Area","North Indian, Chinese, Mughlai",North,Indian,Chinese,200,50,3.9,37,32,30
ID_1380,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Fast Food, Beverages, Ice Cream",Fast,Food,Beverages,100,50,,,,30
ID_4880,"D-Block, Sector 63, Noida","Bakery, Fast Food, Desserts",Bakery,Fast,Food,200,50,4.1,901,301,45
ID_2713,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, North Indian",Fast,Food,North,200,50,3.7,89,52,45
ID_1890,"D-Block, Sector 63, Noida","North Indian, Fast Food",North,Indian,Fast,200,50,3.1,5,1,30
ID_7027,"FTI College, Law College Road, Pune",Fast Food,Fast,Food,,150,50,NEW,,,30
ID_2464,Pune University,"Cafe, Fast Food, Beverages",Cafe,Fast,Food,100,50,3.3,14,10,30
ID_8641,"Sector 1, Noida","Biryani, North Indian",Biryani,North,Indian,150,50,3.5,77,21,45
ID_7612,"Sector 1, Noida",Bakery,Bakery,,,200,99,3.9,80,64,30
ID_4219,"Delhi High Court, India Gate","Italian, European",Italian,European,,600,99,3.9,684,409,65
ID_6307,"D-Block, Sector 63, Noida","Chinese, Fast Food",Chinese,Fast,Food,100,50,3.6,39,30,30
ID_1253,"FTI College, Law College Road, Pune","Fast Food, Chinese, Beverages",Fast,Food,Chinese,150,50,3.5,21,13,30
ID_8225,"Sector 63A,Gurgaon","North Indian, Fast Food, Chinese, Beverages",North,Indian,Fast,600,50,,,,30
ID_1379,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bakery,Bakery,,,100,50,4.2,271,127,30
ID_4243,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Bakery, Desserts",Bakery,Desserts,,200,99,4.6,254,172,120
ID_6969,"Sandhurst Road, Mumbai CST Area","Bakery, Desserts, Fast Food",Bakery,Desserts,Fast,150,50,,,,30
ID_1286,"FTI College, Law College Road, Pune","Fast Food, Beverages",Fast,Food,Beverages,150,50,3.5,22,10,30
ID_4503,"Dockyard Road, Mumbai CST Area","North Indian, South Indian",North,Indian,South,150,50,3.9,190,27,45
ID_3550,"Sector 14, Noida","Ice Cream, Beverages",Ice,Cream,Beverages,150,50,NEW,,,30
ID_4931,"Delhi High Court, India Gate","North Indian, Chinese",North,Indian,Chinese,100,50,NEW,,,30
ID_1146,Delhi Cantt.,"Burger, Fast Food",Burger,Fast,Food,150,99,3.9,539,171,45
ID_3113,"Sector 1, Noida","Pizza, Fast Food",Pizza,Fast,Food,200,50,3.7,172,33,30
ID_2725,"Delhi Administration Flats, Timarpur","North Indian, Chinese, Fast Food, Naga",North,Indian,Chinese,200,99,3.4,27,10,45
ID_716,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Pizza",North,Indian,Chinese,400,99,4.2,718,369,45
ID_8511,Delhi University-GTB Nagar,"Chinese, Momos",Chinese,Momos,,200,99,3.7,402,255,65
ID_3030,"Tejas Nagar Colony, Wadala West, Mumbai",Chinese,Chinese,,,350,50,3.6,211,129,45
ID_6143,"Nathan Road, Mangaldas Road, Pune",North Indian,North,Indian,,100,50,Opening Soon,,,30
ID_8536,"Panjetan Colony, Malakpet, Hyderabad",North Indian,North,Indian,,100,50,,,,30
ID_3135,"Sector 14, Noida","Rolls, Momos",Rolls,Momos,,150,50,3.7,23,10,30
ID_6792,"Babarpur, New Delhi, Delhi",Fast Food,Fast,Food,,50,50,3.3,12,4,30
ID_292,"Sector 14, Noida","North Indian, Biryani",North,Indian,Biryani,200,50,2.8,16,2,45
ID_3000,"Sector 3, Marathalli","Hyderabadi, North Indian, Chinese, Biryani",Hyderabadi,North,Indian,200,50,3.5,60,13,45
ID_647,"Mico Layout, Stage 2, BTM Layout,Bangalore","Asian, Nepalese, Momos",Asian,Nepalese,Momos,350,99,4.3,747,426,45
ID_1836,"Delhi Administration Flats, Timarpur","Bakery, Cafe, Fast Food",Bakery,Cafe,Fast,400,50,4.2,221,126,30
ID_6607,"Nathan Road, Mangaldas Road, Pune",North Indian,North,Indian,,150,50,4.4,769,319,45
ID_7564,Mumbai Central,"Biryani, North Indian, Mughlai, Desserts, Beverages",Biryani,North,Indian,150,0,NEW,,,30
ID_3109,Mumbai Central,Chinese,Chinese,,,100,50,,,,30
ID_2249,"Delhi Administration Flats, Timarpur","Paan, Beverages",Paan,Beverages,,100,50,3.5,17,3,30
ID_8174,"Chatta Bazaar, Malakpet, Hyderabad",South Indian,South,Indian,,150,50,3.6,22,8,30
ID_906,"FTI College, Law College Road, Pune","North Indian, Biryani",North,Indian,Biryani,150,50,3.5,71,14,30
ID_8386,Mumbai Central,Desserts,Desserts,,,150,50,NEW,,,30
ID_6576,"Yerawada, Pune, Maharashtra","Lebanese, Fast Food",Lebanese,Fast,Food,200,50,3.2,291,174,30
